geo_name_raw,municipality_name,municipality_type,population_2021,population_density_per_km2,population_growth_2016_2021_pct,land_area_km2,population_scale_index_0_100,household_median_total_income_2020,income_index_0_100,children_0_14_pct,youth_15_24_pct,young_adult_20_34_pct,working_age_25_64_pct,seniors_65_plus_pct,median_age,family_with_children_pct,one_person_household_pct,average_household_size,employment_rate_pct,unemployment_rate_pct,participation_rate_pct,immigrant_pct,visible_minority_pct,diversity_index_0_100,renter_pct,renter_average_monthly_shelter_cost,rent_cost_index_0_100,rent_pressure_index_0_100,retail_trade_labour_pct,accommodation_food_labour_pct,other_services_labour_pct,density_index_0_100,market_base_index_0_100
"Thorold, City (CY)",Thorold,CY,23816.0,285.9,26.7,83.29,67.8979,82000.0,48.9619,16.8584,13.9402,23.6816,53.5354,15.6827,37.2,62.1036,25.3986,2.6,52.4,15.3,61.8,16.5435,18.454,15.4738,30.6762,1310.0,52.6614,46.0658,13.923,8.6331,3.6818,67.4037,52.2411
"Thunder Bay, City (CY)",Thunder Bay,CY,108843.0,332.1,0.9,327.77,78.135,77500.0,45.0692,14.1672,11.6957,20.5479,52.2404,21.8893,44.0,55.55,34.6349,2.2,51.9,11.2,58.5,8.4434,7.3179,6.9855,32.3107,994.0,34.7678,34.0307,13.198,7.1449,4.5015,69.182,55.5302
"Thunder Bay, Unorganized, Unorganized (NO)","Thunder Bay, Unorganized",NO,6221.0,0.1,6.0,96255.92,58.8545,82000.0,48.9619,14.6279,6.9924,13.583,53.0461,25.2371,51.6,44.1253,30.3411,2.2,48.2,11.2,54.3,6.8317,0.8841,2.8331,8.9928,650.0,15.2888,13.4,7.7338,4.3165,5.5755,1.1352,35.1534
"Tillsonburg, Town (T)",Tillsonburg,T,18615.0,838.6,17.3,22.2,66.238,73500.0,41.609,14.1284,9.9919,15.4445,46.6291,29.2775,49.2,48.1949,31.288,2.2,47.3,11.6,53.5,12.3288,5.5869,7.1246,29.2224,1171.0,44.7905,40.12,13.3455,6.4595,3.8391,80.1932,52.1873
"Timiskaming, Unorganized, West Part, Unorganized (NO)","Timiskaming, Unorganized, West Part",NO,3210.0,0.3,-1.4,10199.8,54.3979,81000.0,48.0969,15.4206,8.567,12.6168,50.9346,24.9221,51.2,42.3645,25.0,2.3,52.4,9.3,57.8,3.5826,0.4673,1.4875,6.8841,700.0,18.12,14.7492,7.5949,3.1646,5.6962,3.1249,34.9909
"Timmins, City (CY)",Timmins,CY,41145.0,13.9,-1.5,2955.33,71.5812,82000.0,48.9619,16.1745,11.7876,19.6986,53.9434,18.0945,42.0,55.3411,31.8982,2.3,57.0,8.6,62.4,3.3297,4.2654,3.5351,33.0632,940.0,31.7101,32.116,11.6206,5.2644,4.4153,32.1748,47.8765
"Tiny, Township (TP)",Tiny,TP,12966.0,38.7,10.0,335.05,63.8017,88000.0,54.1522,11.9543,8.0595,12.3785,50.8638,29.076,55.2,43.6893,24.287,2.4,47.6,11.5,53.8,12.2243,2.7765,5.6783,7.7277,988.0,34.4281,26.418,11.8443,4.9915,2.8765,43.8471,46.4067
"Toronto, City (C)",Toronto,C,2794356.0,4427.8,2.3,631.1,100.0,84000.0,50.692,13.7525,11.4681,24.2056,57.7099,17.0696,39.6,63.53,33.23,2.4,55.0,13.9,63.9,46.0263,55.0139,44.3958,48.0638,1562.0,66.9309,61.2708,9.6732,5.6133,4.1689,100.0,73.7717
"Trent Hills, Municipality (MU)",Trent Hills,MU,13861.0,27.0,7.4,513.85,64.2514,73000.0,41.1765,12.445,8.3688,12.7696,48.1206,31.1305,55.2,45.0753,25.9322,2.3,46.8,10.2,52.1,9.0181,4.004,5.1746,17.2881,1036.0,37.1461,31.1887,11.2387,4.758,4.758,39.6885,43.5325
"Trent Lakes, Municipality (MU)",Trent Lakes,MU,6439.0,7.7,19.3,833.72,59.0866,85000.0,51.5571,9.8618,6.5228,11.1819,51.0949,32.3808,58.0,35.1852,26.2712,2.2,43.4,9.6,48.0,11.1042,1.9413,4.8804,6.0914,990.0,34.5413,26.0063,10.0733,4.5788,4.9451,25.7665,40.3188
"Tweed, Municipality (MU)",Tweed,MU,6067.0,6.6,0.4,918.61,58.6857,69000.0,37.7163,12.6916,8.4061,13.1037,50.1071,28.8446,53.6,47.2527,28.5714,2.3,47.0,10.3,52.4,6.5106,2.8845,3.7209,17.2147,928.0,31.0306,26.8858,13.3843,4.0153,4.7801,24.1565,37.75
"Tyendinaga, Township (TP)",Tyendinaga,TP,4538.0,14.5,7.4,312.42,56.7298,98000.0,62.8028,18.29,10.0264,16.4169,55.0903,16.3067,42.4,57.6642,17.8788,2.8,59.1,9.7,65.4,4.7378,2.5342,2.9253,7.5988,860.0,27.1801,21.3057,14.346,3.5865,4.0084,32.645,45.2573
"Tyendinaga Mohawk Territory, Indian reserve (IRI)",Tyendinaga Mohawk Territory,IRI,2535.0,35.2,-2.3,72.02,52.8079,59200.0,29.2388,15.1874,10.8481,16.7653,52.071,22.288,48.0,55.1282,24.2718,2.5,41.9,9.0,46.1,,0.5917,0.2959,16.875,,,5.0625,9.8958,3.6458,6.25,42.7478,37.0349
"Uxbridge, Township (TP)",Uxbridge,TP,21556.0,51.3,1.8,420.52,67.2262,117000.0,79.2388,15.1698,12.224,15.6801,51.2386,21.4094,47.2,59.392,20.862,2.7,59.2,8.4,64.6,13.4069,7.956,8.7018,15.9275,1512.0,64.0997,49.648,10.4965,4.1812,3.4408,47.1302,55.0654
"Vaughan, City (CY)",Vaughan,CY,323103.0,1185.9,5.5,272.44,85.4654,124000.0,85.2941,16.4932,13.6164,18.6148,53.5835,16.3075,41.6,70.8376,15.1855,3.1,57.7,12.5,65.9,46.1881,41.0566,36.9824,14.0699,2048.0,94.4507,70.3365,11.1873,3.9925,4.22,84.3163,69.5388
"Wainfleet, Township (TP)",Wainfleet,TP,6887.0,31.7,8.1,217.53,59.5396,96000.0,61.0727,15.9721,10.4545,16.0447,52.6354,20.9816,47.2,50.2358,20.0765,2.6,56.1,9.2,61.7,8.0587,1.7424,3.6917,5.5449,1060.0,38.5051,28.617,9.7872,3.1206,3.8298,41.5367,47.0988
"Warwick, Township (TP)",Warwick,TP,3641.0,12.5,-1.4,290.21,55.2464,86000.0,52.4221,19.3628,11.5353,17.3029,49.1623,19.6375,41.6,57.0732,23.6162,2.6,60.7,9.2,66.8,6.0423,1.6479,3.0211,21.6912,920.0,30.5776,27.9117,8.1081,3.2432,3.7838,30.9996,43.2113
"Wasaga Beach, Town (T)",Wasaga Beach,T,24862.0,433.0,20.3,57.42,68.1874,76000.0,43.7716,11.6845,7.6623,12.2677,45.9738,34.6513,56.4,43.5881,26.3061,2.3,40.5,13.9,47.0,17.215,5.1283,8.6739,14.5698,1428.0,59.3431,45.9112,14.6231,7.9899,3.9698,72.3336,50.4635
"Waterloo, City (CY)",Waterloo,CY,121436.0,1895.8,15.7,64.06,78.8726,94000.0,59.3426,14.5262,18.413,27.5989,51.6445,15.4032,36.0,60.2531,26.031,2.5,57.6,12.0,65.4,26.7878,34.1456,27.714,38.7011,1440.0,60.0227,53.6262,10.1663,5.3408,2.9984,89.9003,64.1659
"Wawa, Municipality (MU)",Wawa,MU,2705.0,6.6,-6.9,411.89,53.2451,80000.0,47.2318,16.0813,9.2421,16.0813,52.6802,22.1811,47.2,51.5723,32.0988,2.2,58.0,9.6,63.9,4.0665,0.7394,1.793,21.8107,715.0,18.9694,19.8218,17.9211,9.6774,2.1505,24.1565,40.6969
"Welland, City (CY)",Welland,CY,55750.0,686.9,6.6,81.16,73.6278,71500.0,39.8789,14.9058,10.7713,18.1704,51.2646,23.0314,45.2,56.6261,30.1416,2.3,48.4,15.0,56.9,11.7309,8.5381,8.5834,31.0294,1072.0,39.1846,36.738,13.4836,8.0047,4.352,77.8196,53.7274
"Wellesley, Township (TP)",Wellesley,TP,11318.0,40.8,0.5,277.74,62.886,119000.0,80.9689,24.5185,14.932,16.6549,46.4305,14.0484,35.2,61.7201,14.5617,3.4,68.4,3.9,71.2,5.4338,2.2089,3.0328,13.0564,1100.0,40.7701,32.456,8.9627,1.4938,5.6432,44.461,55.9851
"Wellington North, Township (TP)",Wellington North,TP,12431.0,23.6,4.3,526.31,63.5179,78000.0,45.5017,18.8239,10.8599,18.0999,48.2664,22.0014,42.0,54.755,26.6945,2.5,59.5,6.1,63.3,5.8322,3.5395,3.9136,26.1731,1072.0,39.1846,35.2811,9.8039,4.0033,3.7582,38.1466,45.96
"West Elgin, Municipality (MU)",West Elgin,MU,5060.0,15.7,1.3,322.09,57.4631,75500.0,43.3391,14.6245,10.0791,15.415,50.9881,24.2095,48.8,48.7013,25.6532,2.4,53.9,9.4,59.5,10.7708,2.7668,5.1532,15.677,710.0,18.6863,17.7835,8.4507,5.0302,4.4266,33.5332,41.8141
"West Grey, Municipality (MU)",West Grey,MU,13131.0,15.0,4.9,875.21,63.8869,77500.0,45.0692,15.7642,9.6337,14.165,49.2346,25.3598,49.6,48.5571,23.8636,2.5,55.3,7.8,60.0,7.7679,2.3608,3.8992,14.0965,914.0,30.2378,25.3954,11.3689,3.0162,5.8005,33.0232,43.6783
"West Lincoln, Township (TP)",West Lincoln,TP,15454.0,39.9,6.6,387.02,64.9843,106000.0,69.7232,20.2213,11.9063,16.63,50.5047,17.4065,40.8,59.3647,15.5807,2.9,59.8,8.3,65.2,10.418,3.8501,5.6296,10.1039,1236.0,48.4711,36.9609,10.2857,3.5556,4.8254,44.2018,51.7036
"West Nipissing / Nipissing Ouest, Municipality (M)",West Nipissing / Nipissing Ouest,M,14583.0,7.5,1.5,1956.27,64.5935,69500.0,38.1488,14.3318,9.1202,13.2689,50.1611,26.4006,51.2,47.4828,29.8519,2.2,44.2,9.9,49.1,2.1258,1.6458,1.5669,31.7225,931.0,31.2005,31.3571,12.0616,5.5603,4.1916,25.4895,39.4739
"West Perth, Municipality (MU)",West Perth,MU,9038.0,15.6,2.0,578.88,61.3706,92000.0,57.6125,19.6946,11.5623,18.2009,49.9004,18.9201,40.0,54.4061,23.2897,2.6,68.2,5.0,71.7,5.8641,3.0427,3.6651,21.2518,1026.0,36.5798,31.9814,7.2763,3.3432,4.6214,33.4617,47.8326
"Whitby, Town (T)",Whitby,T,138501.0,944.1,7.9,146.69,79.7585,123000.0,84.4291,19.0793,12.8338,17.0685,53.3209,14.758,40.0,70.6242,17.2406,2.9,58.8,12.3,67.0,27.4258,34.8914,27.1401,17.9313,1536.0,65.4587,51.2005,11.3313,4.9679,3.8236,81.603,67.2696
"Whitchurch-Stouffville, Town (T)",Whitchurch-Stouffville,T,49864.0,241.6,8.8,206.42,72.8761,122000.0,83.564,19.3627,10.8696,14.9707,51.841,17.9288,41.6,65.6271,15.8635,3.0,59.2,10.5,66.1,34.9952,45.8447,35.2865,12.0323,1744.0,77.2367,57.6754,10.9616,4.6421,3.5108,65.406,61.418
"Whitestone, Municipality (MU)",Whitestone,MU,1075.0,1.2,17.4,923.7,47.032,62800.0,32.3529,7.907,2.7907,6.9767,50.6977,38.1395,61.6,26.3889,33.0275,2.0,39.0,8.4,42.6,7.907,2.7907,4.1628,2.7273,,,0.8182,10.9756,7.3171,0.0,9.391,28.3084
"Whitewater Region, Township (TP)",Whitewater Region,TP,7225.0,13.5,3.1,535.48,59.8624,81000.0,48.0969,17.1626,9.2042,13.9792,50.3806,23.3218,47.6,49.652,25.2577,2.4,54.4,7.8,59.0,4.9135,1.5917,2.5156,12.8866,904.0,29.6716,24.6361,8.9312,4.3924,3.5139,31.8507,42.8724
"Wikwemikong Unceded, Indian reserve (IRI)",Wikwemikong Unceded,IRI,2728.0,6.7,9.1,409.04,53.3021,50000.0,21.2803,24.3768,13.563,18.8783,49.1202,13.0132,34.8,84.9315,31.401,2.6,40.3,13.5,46.3,,0.3666,0.1833,10.2041,,,3.0612,8.046,3.4483,3.4483,24.3122,32.5267
"Wilmot, Township (TP)",Wilmot,TP,21429.0,81.2,4.3,263.81,67.1864,114000.0,76.6436,18.7596,11.0598,14.303,49.0924,21.0462,42.8,55.2833,17.3638,2.7,60.9,6.8,65.3,10.2665,4.2699,5.7352,14.5662,1178.0,45.1869,36.0007,9.0337,4.0449,3.4157,52.5157,55.8313
"Windsor, City (CY)",Windsor,CY,229660.0,1572.8,5.7,146.02,83.1656,70000.0,38.5813,15.954,13.0192,21.5514,52.458,18.5688,40.8,63.6243,33.107,2.4,45.7,18.9,56.3,29.0037,33.0946,27.1871,37.4596,1046.0,37.7123,37.6365,11.427,7.2956,4.1363,87.6769,58.1602
"Woodstock, City (CY)",Woodstock,CY,46705.0,827.2,13.6,56.46,72.4351,82000.0,48.9619,17.6319,10.577,19.0665,52.2107,19.5911,40.8,58.3147,28.0381,2.4,55.6,12.1,63.3,14.5809,13.4675,11.9286,34.8332,1261.0,49.8867,45.3707,11.1635,5.5067,3.7926,80.0303,56.7271
"Woolwich, Township (TP)",Woolwich,TP,26999.0,82.7,8.0,326.56,68.7429,115000.0,77.5087,20.7785,11.7412,16.6302,49.9093,17.5932,39.6,59.8569,18.109,2.8,65.2,6.2,69.5,12.4079,9.2781,9.0485,16.0791,1320.0,53.2276,42.0831,10.6994,3.428,4.3283,52.7311,57.4834
"Zorra, Township (TP)",Zorra,TP,8628.0,16.3,6.0,529.19,61.0578,106000.0,69.7232,19.8192,9.9096,17.1535,52.1558,18.0807,40.8,54.845,17.7215,2.7,66.4,7.9,72.1,5.9689,2.5498,3.3988,16.9036,988.0,34.4281,29.1708,6.9317,2.9562,3.6697,33.9536,49.7913
